Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.153,23.8,28.9841042
2,S2,0.028,22.8,30.0000000
3,N2,0.033,11.4,28.4397295
4,K1,0.272,228.9,15.0410686
5,M4,0.004,298.5,57.9682084
6,O1,0.195,222.0,13.9430356
7,M6,0.002,327.5,86.9523127
8,MK3,0.003,193.6,44.0251729
9,S4,0.003,133.3,60.0000000
10,MN4,0.003,183.3,57.4238337
11,NU2,0.008,5.2,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.004,63.4,27.9682084
14,2N2,0.005,4.5,27.8953548
15,OO1,0.012,235.5,16.1391017
16,LAM2,0.003,23.1,29.4556253
17,S1,0.006,165.5,15.0000000
18,M1,0.011,242.1,14.4966939
19,J1,0.018,230.4,15.5854433
20,MM,0.021,324.3,0.5443747
21,SSA,0.046,53.2,0.0821373
22,SA,0.196,191.6,0.0410686
23,MSF,0.006,266.2,1.0158958
24,MF,0.049,358.6,1.0980331
25,RHO,0.007,216.6,13.4715145
26,Q1,0.034,210.4,13.3986609
27,T2,0.001,71.1,29.9589333
28,R2,0.002,195.5,30.0410667
29,2Q1,0.004,206.0,12.8542862
30,P1,0.085,230.8,14.9589314
31,2SM2,0.001,18.3,31.0158958
32,M3,0.004,35.1,43.4761563
33,L2,0.006,38.3,29.5284789
34,2MK3,0.001,108.0,42.9271398
35,K2,0.008,16.7,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.003,6.3,58.9841042
