Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.772,194.7,28.9841042
2,S2,0.308,235.1,30.0000000
3,N2,0.440,177.9,28.4397295
4,K1,0.344,286.1,15.0410686
5,M4,0.230,274.8,57.9682084
6,O1,0.243,270.1,13.9430356
7,M6,0.164,262.0,86.9523127
8,MK3,0.072,348.0,44.0251729
9,S4,0.007,357.9,60.0000000
10,MN4,0.082,258.1,57.4238337
11,NU2,0.157,174.2,28.5125831
12,S6,0.003,314.7,90.0000000
13,MU2,0.154,318.0,27.9682084
14,2N2,0.049,114.6,27.8953548
15,OO1,0.026,37.7,16.1391017
16,LAM2,0.095,197.6,29.4556253
17,S1,0.066,240.9,15.0000000
18,M1,0.016,43.5,14.4966939
19,J1,0.026,8.9,15.5854433
20,MM,0.095,27.0,0.5443747
21,SSA,0.299,63.0,0.0821373
22,SA,0.492,119.2,0.0410686
23,MSF,0.089,17.7,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.016,227.3,13.4715145
26,Q1,0.033,237.9,13.3986609
27,T2,0.033,221.3,29.9589333
28,R2,0.013,199.0,30.0410667
29,2Q1,0.016,139.6,12.8542862
30,P1,0.102,276.3,14.9589314
31,2SM2,0.016,43.6,31.0158958
32,M3,0.026,57.6,43.4761563
33,L2,0.295,201.2,29.5284789
34,2MK3,0.072,309.5,42.9271398
35,K2,0.121,238.0,30.0821373
36,M8,0.059,353.4,115.9364166
37,MS4,0.059,320.6,58.9841042
