Constituent#,Name,Amplitude,Phase,Speed
1,M2,3.325,17.9,28.9841042
2,S2,0.517,45.8,30.0000000
3,N2,0.717,2.2,28.4397295
4,K1,0.362,200.7,15.0410686
5,M4,0.138,248.1,57.9682084
6,O1,0.258,206.5,13.9430356
7,M6,0.020,60.4,86.9523127
8,MK3,0.031,33.1,44.0251729
9,S4,0.024,49.4,60.0000000
10,MN4,0.065,241.9,57.4238337
11,NU2,0.143,355.4,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.106,50.2,27.9682084
14,2N2,0.093,349.1,27.8953548
15,OO1,0.018,213.3,16.1391017
16,LAM2,0.059,5.6,29.4556253
17,S1,0.063,168.1,15.0000000
18,M1,0.020,249.2,14.4966939
19,J1,0.019,228.0,15.5854433
20,MM,0.000,0.0,0.5443747
21,SSA,0.196,51.8,0.0821373
22,SA,0.277,176.0,0.0410686
23,MSF,0.000,0.0,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.011,204.7,13.4715145
26,Q1,0.057,198.9,13.3986609
27,T2,0.062,30.7,29.9589333
28,R2,0.035,285.6,30.0410667
29,2Q1,0.007,212.2,12.8542862
30,P1,0.129,199.8,14.9589314
31,2SM2,0.010,122.4,31.0158958
32,M3,0.078,152.1,43.4761563
33,L2,0.145,12.2,29.5284789
34,2MK3,0.016,77.0,42.9271398
35,K2,0.133,45.9,30.0821373
36,M8,0.000,0.0,115.9364166
37,MS4,0.076,274.4,58.9841042
