Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.88,74.5,28.984104
2,S2,0.12,105.0,30.0
3,N2,0.16,56.3,28.43973
4,K1,0.09,247.2,15.041069
5,M4,0.06,351.9,57.96821
6,O1,0.07,256.4,13.943035
7,M6,0.05,10.5,86.95232
8,MK3,0.03,124.5,44.025173
9,S4,0.01,53.9,60.0
10,MN4,0.03,341.1,57.423832
11,NU2,0.04,57.0,28.512583
12,S6,0.0,0.0,90.0
13,MU2,0.02,158.8,27.968208
14,2N2,0.02,30.4,27.895355
15,OO1,0.0,215.2,16.139101
16,LAM2,0.03,77.6,29.455626
17,S1,0.02,221.5,15.0
18,M1,0.0,39.0,14.496694
19,J1,0.0,239.7,15.5854435
20,MM,0.04,344.6,0.5443747
21,SSA,0.34,54.6,0.0821373
22,SA,0.51,206.2,0.0410686
23,MSF,0.06,257.5,1.0158958
24,MF,0.0,0.0,1.0980331
25,RHO,0.0,342.0,13.471515
26,Q1,0.01,244.9,13.398661
27,T2,0.02,103.2,29.958933
28,R2,0.01,335.1,30.041067
29,2Q1,0.0,209.4,12.854286
30,P1,0.04,242.3,14.958931
31,2SM2,0.0,158.0,31.015896
32,M3,0.01,230.5,43.47616
33,L2,0.07,77.0,29.528479
34,2MK3,0.03,121.8,42.92714
35,K2,0.03,99.3,30.082138
36,M8,0.01,333.0,115.93642
37,MS4,0.01,11.8,58.984104
