Constituent#,Name,Amplitude,Phase,Speed
1,,2.523,208.5,28.9841042
2,,0.49,221.2,30
3,,0.62,197.4,28.4397295
4,,0.28,110.5,15.0410686
5,,0.262,122,13.9430356
6,,0.093,110.9,14.9589314
7,,0.133,220.8,30.0821373
8,,0.071,219.5,29.5284789
9,,0.082,186.5,27.8953548
10,,0.12,199,28.5125831
11,,0.051,127.7,13.3986609
12,,0,0,57.9682084
13,,0,0,86.9523127
14,,0,0,27.9682084
15,,0,0,0.0410686
16,,0.029,220.7,29.9589333
17,,0,0,0.0821373
18,,0,0,15
19,,0.018,214.5,29.4556253
20,,0.019,116.2,14.4966939
21,,0,0,15.9364166
22,,0,0,58.9841042
23,,0,0,43.4761563
24,,0.071,73.6,60
25,,0.021,104.8,15.5854433
26,,0.011,99,16.1391017
27,,0,0,13.4715145
28,,0,0,30.0410667
29,,0,0,12.8542862
30,,0,0,44.0251729
31,,0,0,57.4238337
32,,0,0,90
33,,0,0,0.5443747
34,,0,0,1.0158958
35,,0,0,1.0980331
36,,0,0,31.0158958
37,,0,0,42.9271398
