Constituent#,Name,Amplitude,Phase,Speed
1,M2,3.727,113.9,28.9841042
2,S2,0.620,140.8,30.0000000
3,N2,0.722,91.1,28.4397295
4,K1,0.322,192.6,15.0410686
5,M4,0.095,134.5,57.9682084
6,O1,0.220,217.6,13.9430356
7,M6,0.157,164.1,86.9523127
8,MK3,0.036,205.6,44.0251729
9,S4,0.010,137.9,60.0000000
10,MN4,0.052,115.3,57.4238337
11,NU2,0.164,92.0,28.5125831
12,S6,0.003,180.4,90.0000000
13,MU2,0.016,263.7,27.9682084
14,2N2,0.046,83.1,27.8953548
15,OO1,0.016,231.6,16.1391017
16,LAM2,0.079,144.1,29.4556253
17,S1,0.033,144.1,15.0000000
18,M1,0.013,221.7,14.4966939
19,J1,0.020,205.2,15.5854433
20,MM,0.164,313.0,0.5443747
21,SSA,0.125,64.6,0.0821373
22,SA,0.226,112.3,0.0410686
23,MSF,0.069,278.5,1.0158958
24,MF,0.043,257.4,1.0980331
25,RHO,0.020,157.7,13.4715145
26,Q1,0.062,220.5,13.3986609
27,T2,0.059,101.2,29.9589333
28,R2,0.007,334.4,30.0410667
29,2Q1,0.010,113.8,12.8542862
30,P1,0.082,205.4,14.9589314
31,2SM2,0.016,95.0,31.0158958
32,M3,0.023,237.0,43.4761563
33,L2,0.230,162.1,29.5284789
34,2MK3,0.033,215.7,42.9271398
35,K2,0.171,141.0,30.0821373
36,M8,0.007,216.0,115.9364166
37,MS4,0.016,142.8,58.9841042
