Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.219,25.3,28.9841042
2,S2,0.345,48.3,30.0000000
3,N2,0.516,7.3,28.4397295
4,K1,0.274,202.5,15.0410686
5,M4,0.108,159.4,57.9682084
6,O1,0.191,210.9,13.9430356
7,M6,0.030,196.0,86.9523127
8,MK3,0.027,20.4,44.0251729
9,S4,0.015,290.7,60.0000000
10,MN4,0.044,156.0,57.4238337
11,NU2,0.105,2.7,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.041,31.2,27.9682084
14,2N2,0.063,354.6,27.8953548
15,OO1,0.014,212.6,16.1391017
16,LAM2,0.028,47.8,29.4556253
17,S1,0.037,158.3,15.0000000
18,M1,0.011,221.2,14.4966939
19,J1,0.015,210.2,15.5854433
20,MM,0.082,230.4,0.5443747
21,SSA,0.251,55.4,0.0821373
22,SA,0.378,190.2,0.0410686
23,MSF,0.127,202.7,1.0158958
24,MF,0.000,0.0,1.0980331
25,RHO,0.007,214.5,13.4715145
26,Q1,0.035,209.5,13.3986609
27,T2,0.034,22.1,29.9589333
28,R2,0.016,291.8,30.0410667
29,2Q1,0.005,219.2,12.8542862
30,P1,0.095,202.2,14.9589314
31,2SM2,0.011,60.1,31.0158958
32,M3,0.019,186.4,43.4761563
33,L2,0.133,31.4,29.5284789
34,2MK3,0.025,44.0,42.9271398
35,K2,0.091,48.2,30.0821373
36,M8,0.010,4.2,115.9364166
37,MS4,0.043,175.8,58.9841042
