Constituent#,Name,Amplitude,Phase,Speed
1,M2,6.656,284.1,28.9841042
2,S2,2.299,317.9,30.0000000
3,N2,1.353,260.3,28.4397295
4,K1,1.734,265.6,15.0410686
5,M4,0.135,26.0,57.9682084
6,O1,1.040,250.5,13.9430356
7,M6,0.056,69.0,86.9523127
8,MK3,0.076,267.6,44.0251729
9,S4,0.014,78.3,60.0000000
10,MN4,0.051,358.1,57.4238337
11,NU2,0.262,263.0,28.5125831
12,S6,0.001,224.7,90.0000000
13,MU2,0.162,255.9,27.9682084
14,2N2,0.160,235.9,27.8953548
15,OO1,0.059,295.1,16.1391017
16,LAM2,0.047,273.0,29.4556253
17,S1,0.022,50.5,15.0000000
18,M1,0.056,276.3,14.4966939
19,J1,0.101,280.8,15.5854433
20,MM,0.054,143.5,0.5443747
21,SSA,0.026,312.7,0.0821373
22,SA,0.221,191.5,0.0410686
23,MSF,0.031,20.1,1.0158958
24,MF,0.095,197.1,1.0980331
25,RHO,0.036,240.9,13.4715145
26,Q1,0.183,243.6,13.3986609
27,T2,0.119,314.8,29.9589333
28,R2,0.020,95.7,30.0410667
29,2Q1,0.022,242.2,12.8542862
30,P1,0.543,261.4,14.9589314
31,2SM2,0.025,93.7,31.0158958
32,M3,0.045,359.6,43.4761563
33,L2,0.154,289.7,29.5284789
34,2MK3,0.045,201.4,42.9271398
35,K2,0.615,310.6,30.0821373
36,M8,0.005,207.1,115.9364166
37,MS4,0.081,64.2,58.9841042
