Constituent#,Name,Amplitude,Phase,Speed
1,M2,2.37,36.9,28.984104
2,S2,0.4,61.9,30.0
3,N2,0.53,20.4,28.43973
4,K1,0.34,203.1,15.041069
5,M4,0.03,144.0,57.96821
6,O1,0.28,189.6,13.943035
7,M6,0.01,51.4,86.95232
8,MK3,0.01,153.7,44.025173
9,S4,0.01,287.4,60.0
10,MN4,0.01,162.7,57.423832
11,NU2,0.11,14.2,28.512583
12,S6,0.0,236.0,90.0
13,MU2,0.04,54.0,27.968208
14,2N2,0.06,356.1,27.895355
15,OO1,0.0,229.2,16.139101
16,LAM2,0.04,47.0,29.455626
17,S1,0.02,158.8,15.0
18,M1,0.03,238.4,14.496694
19,J1,0.03,193.6,15.5854435
20,MM,0.03,101.5,0.5443747
21,SSA,0.22,61.2,0.0821373
22,SA,0.31,128.0,0.0410686
23,MSF,0.13,10.1,1.0158958
24,MF,0.03,106.4,1.0980331
25,RHO,0.01,67.1,13.471515
26,Q1,0.05,198.9,13.398661
27,T2,0.04,40.4,29.958933
28,R2,0.01,299.0,30.041067
29,2Q1,0.01,13.0,12.854286
30,P1,0.11,197.7,14.958931
31,2SM2,0.0,11.6,31.015896
32,M3,0.02,106.2,43.47616
33,L2,0.12,26.3,29.528479
34,2MK3,0.01,101.8,42.92714
35,K2,0.11,61.6,30.082138
36,M8,0.01,228.4,115.93642
37,MS4,0.02,155.4,58.984104
