Constituent#,Name,Amplitude,Phase,Speed
1,M2,1.827,10.6,28.9841042
2,S2,0.433,35.7,30.0000000
3,N2,0.394,343.0,28.4397295
4,K1,2.493,280.4,15.0410686
5,M4,0.052,124.6,57.9682084
6,O1,1.424,258.7,13.9430356
7,M6,0.016,237.2,86.9523127
8,MK3,0.039,27.5,44.0251729
9,S4,0.007,157.0,60.0000000
10,MN4,0.023,92.0,57.4238337
11,NU2,0.079,350.1,28.5125831
12,S6,0.003,255.9,90.0000000
13,MU2,0.056,266.6,27.9682084
14,2N2,0.043,309.4,27.8953548
15,OO1,0.098,325.7,16.1391017
16,LAM2,0.026,60.0,29.4556253
17,S1,0.079,26.8,15.0000000
18,M1,0.082,298.0,14.4966939
19,J1,0.138,315.1,15.5854433
20,MM,0.029,168.8,0.5443747
21,SSA,0.073,227.5,0.0821373
22,SA,0.251,274.5,0.0410686
23,MSF,0.022,265.1,1.0158958
24,MF,0.069,156.4,1.0980331
25,RHO,0.043,245.9,13.4715145
26,Q1,0.240,250.7,13.3986609
27,T2,0.036,39.9,29.9589333
28,R2,0.007,313.6,30.0410667
29,2Q1,0.026,253.5,12.8542862
30,P1,0.771,278.0,14.9589314
31,2SM2,0.007,289.1,31.0158958
32,M3,0.003,127.1,43.4761563
33,L2,0.069,52.4,29.5284789
34,2MK3,0.030,19.5,42.9271398
35,K2,0.115,44.0,30.0821373
36,M8,0.003,105.2,115.9364166
37,MS4,0.033,134.0,58.9841042
