Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.516,12.5,28.9841042
2,S2,0.077,41.2,30.0000000
3,N2,0.126,345.2,28.4397295
4,K1,0.242,219.2,15.0410686
5,M4,0.001,280.2,57.9682084
6,O1,0.192,222.8,13.9430356
7,M6,0.003,342.9,86.9523127
8,MK3,0.004,19.9,44.0251729
9,S4,0.001,252.8,60.0000000
10,MN4,0.000,0.0,57.4238337
11,NU2,0.022,342.6,28.5125831
12,S6,0.000,0.0,90.0000000
13,MU2,0.016,10.9,27.9682084
14,2N2,0.016,338.0,27.8953548
15,OO1,0.012,223.5,16.1391017
16,LAM2,0.007,46.9,29.4556253
17,S1,0.016,224.4,15.0000000
18,M1,0.013,230.8,14.4966939
19,J1,0.016,226.1,15.5854433
20,MM,0.031,318.4,0.5443747
21,SSA,0.006,258.8,0.0821373
22,SA,0.112,197.4,0.0410686
23,MSF,0.009,298.4,1.0158958
24,MF,0.055,357.2,1.0980331
25,RHO,0.010,208.4,13.4715145
26,Q1,0.036,212.9,13.3986609
27,T2,0.008,18.3,29.9589333
28,R2,0.001,342.4,30.0410667
29,2Q1,0.003,241.5,12.8542862
30,P1,0.074,220.1,14.9589314
31,2SM2,0.002,39.2,31.0158958
32,M3,0.002,321.7,43.4761563
33,L2,0.022,38.5,29.5284789
34,2MK3,0.003,325.5,42.9271398
35,K2,0.020,39.4,30.0821373
36,M8,0.001,206.8,115.9364166
37,MS4,0.002,22.0,58.9841042
