Constituent#,Name,Amplitude,Phase,Speed
1,M2,0.183,164.6,28.9841042
2,S2,0.048,229.0,30.0000000
3,N2,0.023,121.0,28.4397295
4,K1,0.239,33.7,15.0410686
5,M4,0.051,80.0,57.9682084
6,O1,0.244,26.8,13.9430356
7,M6,0.022,56.1,86.9523127
8,MK3,0.028,264.6,44.0251729
9,S4,0.002,156.2,60.0000000
10,MN4,0.016,71.3,57.4238337
11,NU2,0.010,175.6,28.5125831
12,S6,0.001,197.9,90.0000000
13,MU2,0.027,359.6,27.9682084
14,2N2,0.001,164.0,27.8953548
15,OO1,0.002,38.8,16.1391017
16,LAM2,0.006,185.8,29.4556253
17,S1,0.011,139.2,15.0000000
18,M1,0.012,79.1,14.4966939
19,J1,0.008,88.2,15.5854433
20,MM,0.039,359.7,0.5443747
21,SSA,0.131,79.7,0.0821373
22,SA,0.346,186.1,0.0410686
23,MSF,0.060,18.7,1.0158958
24,MF,0.049,4.0,1.0980331
25,RHO,0.010,14.5,13.4715145
26,Q1,0.055,16.8,13.3986609
27,T2,0.005,229.8,29.9589333
28,R2,0.005,188.9,30.0410667
29,2Q1,0.008,13.6,12.8542862
30,P1,0.071,38.9,14.9589314
31,2SM2,0.005,67.6,31.0158958
32,M3,0.008,161.8,43.4761563
33,L2,0.018,192.1,29.5284789
34,2MK3,0.023,254.9,42.9271398
35,K2,0.021,235.8,30.0821373
36,M8,0.004,274.1,115.9364166
37,MS4,0.031,111.1,58.9841042
